AssetID,Site,Land_use,IUCN_habitat_realm,IUCN_habitat_biome,IUCN_habitat_EFG,IUCN_habitat,FossittLvl1,FossittLvl2,Fossitt,Area_m2,Characteristic Type,Class,Variable,Measurement_unit,Opening_Value,Standardised_Value,Referenced_value,Weighted
CAGS213,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1132,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAGS216,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1739,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,15.18340719,0,0,0
CAGS218,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1192,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAGS219,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1602,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAGS220,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,936,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAGS221,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1267,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAGS222,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,616,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAGS224,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1885,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,0,0,0,0
CAGS225,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1466,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,18.15099138,0,0,0
CAGS226,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2686,Biotic characteristics,Compositional state,Hedgerow Cover (Perimeter),Percentage,37.69748242,1,0.333333333,0.083333333
CAGS204,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1102,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS205,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4700,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS209,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1031,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS210,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,362,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS211,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,621,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS212,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,599,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS213,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1132,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS216,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1739,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS218,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1192,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS219,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1602,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS220,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,936,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS221,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1267,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS222,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,616,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS224,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1885,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS225,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1466,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS226,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2686,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),3,3,1,0.0625
CAGS204,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1102,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS205,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4700,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),3,3,1,0.0625
CAGS209,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1031,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS210,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,362,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS211,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,621,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS212,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,599,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),1,1,0.333333333,0.020833333
CAGS213,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1132,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS216,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1739,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS218,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1192,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS219,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1602,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS220,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,936,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS221,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1267,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS222,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,616,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS224,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1885,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS225,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1466,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS226,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2686,Biotic characteristics,Structural state,Scrub encroachment,Index (0-3),0,0,0,0
CAGS204,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1102,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS205,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4700,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS209,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1031,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS210,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,362,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS211,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,621,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS212,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,599,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS213,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1132,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS216,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1739,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS218,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1192,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS219,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1602,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS220,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,936,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS221,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1267,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS222,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,616,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS224,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1885,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS225,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1466,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS226,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2686,Biotic characteristics,Structural state,Grazing,Index (0-3),3,3,1,0.0625
CAGS204,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1102,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.041666667
CAGS205,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4700,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS209,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1031,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.041666667
CAGS210,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,362,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.041666667
CAGS211,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,621,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS212,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,599,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS213,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1132,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS216,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1739,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.041666667
CAGS218,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1192,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS219,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1602,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS220,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,936,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS221,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1267,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS222,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,616,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS224,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1885,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAGS225,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1466,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.041666667
CAGS226,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2686,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.041666667
CAGS204,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1102,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,72.033422,2,0.666666667,0.166666667
CAGS205,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,4700,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,72.297943,2,0.666666667,0.166666667
CAGS209,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1031,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.354837,2,0.666666667,0.166666667
CAGS210,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,362,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,72.623142,2,0.666666667,0.166666667
CAGS211,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,621,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.099842,2,0.666666667,0.166666667
CAGS212,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,599,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.862573,2,0.666666667,0.166666667
CAGS213,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1132,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.395512,2,0.666666667,0.166666667
CAGS216,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1739,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.065997,2,0.666666667,0.166666667
CAGS218,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1192,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.535128,3,1,0.25
CAGS219,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1602,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.396954,2,0.666666667,0.166666667
CAGS220,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,936,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.264364,2,0.666666667,0.166666667
CAGS221,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1267,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.364547,2,0.666666667,0.166666667
CAGS222,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,616,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.205146,2,0.666666667,0.166666667
CAGS224,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1885,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.830036,2,0.666666667,0.166666667
CAGS225,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,1466,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,74.488212,2,0.666666667,0.166666667
CAGS226,B,Agriculture,Terrestrial,T7,T7.5,Derived semi-natural pastures and oldfields,G,GS,GS2,2686,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,75.236862,2,0.666666667,0.166666667
CAWS101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,3467,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAWS102,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1072,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.083333333
CAWS103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,13912,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAWS104,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,46447,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.083333333
CAWS106,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1467,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.166666667
CAWS110,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,2547,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.166666667
CAWS111,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,884,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.083333333
CAWS113,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1900,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.083333333
CAWS114,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,4441,Abiotic characteristics,Physical state,Bare ground,Index (0-3),2,2,0.666666667,0.166666667
CAWS115,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,263,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.083333333
CAWS118,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,11521,Abiotic characteristics,Physical state,Bare ground,Index (0-3),1,1,0.333333333,0.083333333
CAWS120,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1868,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAWS121,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1670,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAWS125,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,268,Abiotic characteristics,Physical state,Bare ground,Index (0-3),0,0,0,0
CAWS101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,3467,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,0,0,0,0
CAWS102,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1072,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,14.913049,1.391142631,0.46371421,0.115928553
CAWS103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,13912,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,0,0,0,0
CAWS104,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,46447,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,0,0,0,0
CAWS106,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1467,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,19.18129557,0,0,0
CAWS110,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,2547,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,0,0,0,0
CAWS111,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,884,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,9.325579072,0,0,0
CAWS113,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1900,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,0,0,0,0
CAWS114,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,4441,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,50.935352,1.146934294,0.382311431,0.095577858
CAWS115,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,263,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,22.11913777,1,0.333333333,0.083333333
CAWS118,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,11521,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,31.429774,0.272804218,0.090934739,0.022733685
CAWS120,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1868,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,0,0,0,0
CAWS121,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1670,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,0,0,0,0
CAWS125,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,268,Biotic characteristics,Compositional state,Hedgerow Cover (Total  Area),Percentage,22.90019291,1,0.333333333,0.083333333
CAWS101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,3467,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS102,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1072,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,13912,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS104,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,46447,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS106,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1467,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS110,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,2547,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS111,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,884,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS113,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1900,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS114,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,4441,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS115,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,263,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS118,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,11521,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS120,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1868,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS121,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1670,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS125,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,268,Biotic characteristics,Structural state,Vegetation Structure,Index (0-3),1,1,0.333333333,0.041666667
CAWS101,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,3467,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAWS102,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1072,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.083333333
CAWS103,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,13912,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAWS104,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,46447,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
CAWS106,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,1467,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),2,2,0.666666667,0.083333333
CAWS110,B,Agriculture,Terrestrial,T3,T3.3,Cool temperate heathlands,W,WS,WS1,2547,Biotic characteristics,Structural state,Hedgerow Condition,Index (0-3),0,0,0,0
